ilce_adi;mahalle_adi;mahalle_koy_uavt;cok_agir_hasarli_bina_sayisi;agir_hasarli_bina_sayisi;orta_hasarli_bina_sayisi;hafif_hasarli_bina_sayisi;can_kaybi_sayisi;agir_yarali_sayisi;hastanede_tedavi_sayisi;hafif_yarali_sayisi;dogalgaz_boru_hasari;icme_suyu_boru_hasari;atik_su_boru_hasari;gecici_barinma
SİLİVRİ;FENER;16765;13;45;168;316;0;0;2;4;1;1;1;195
SİLİVRİ;FEVZİPAŞA;40933;7;29;128;242;1;1;5;12;1;1;2;188
SİLİVRİ;GAZİTEPE;40925;7;28;105;180;0;0;1;3;0;0;0;124
SİLİVRİ;GÜMÜŞYAKA;40935;45;186;781;1146;1;0;14;34;2;2;5;946
SİLİVRİ;HÜRRİYET;40937;1;16;110;214;0;0;0;0;1;1;0;322
SİLİVRİ;İSMETPAŞA;40934;7;29;122;229;1;1;4;10;1;1;1;221
SİLİVRİ;KADIKÖY;40939;12;38;128;224;1;1;4;9;0;0;0;170
SİLİVRİ;KAVAKLI;40936;2;18;119;226;0;0;0;1;1;1;0;153
SİLİVRİ;KURFALLI;191855;3;11;39;90;0;0;0;0;0;0;0;48
SİLİVRİ;KÜÇÜK KILIÇLI;40924;2;7;28;54;0;0;0;0;0;0;0;30
SİLİVRİ;KÜÇÜK SİNEKLİ;16779;1;3;8;18;0;0;0;0;0;0;0;11
SİLİVRİ;MİMAR SİNAN;40923;37;139;559;822;9;3;33;72;1;2;4;1349
SİLİVRİ;ORTAKÖY;40938;20;75;307;496;1;1;4;10;1;2;0;353
SİLİVRİ;PİRİ MEHMET PAŞA;40919;11;30;124;278;6;4;19;40;0;1;1;584
SİLİVRİ;SANCAKTEPE;40931;23;85;341;526;1;0;7;15;1;1;2;453
SİLİVRİ;SAYALAR;191859;4;10;32;75;0;0;1;3;0;0;0;43
SİLİVRİ;SELİMPAŞA;40940;31;165;814;1319;5;2;23;64;3;5;5;1515
SİLİVRİ;SEMİZKUMLAR;40926;52;216;926;1347;3;0;9;20;1;2;3;1093
SİLİVRİ;SEYMEN;191841;5;19;82;180;0;0;0;0;0;0;0;88
SİLİVRİ;YENİ;40921;17;64;274;518;10;3;46;104;1;2;3;1964
SİLİVRİ;YOLÇATI;40932;4;14;54;97;0;0;0;0;0;0;0;64
SULTANBEYLİ;ABDURRAHMANGAZİ;40949;14;68;389;781;11;7;36;85;1;1;2;1763
SULTANBEYLİ;ADİL;40943;2;12;96;265;0;0;5;19;0;0;1;578
SULTANBEYLİ;AHMET YESEVİ;40942;8;45;292;677;6;2;23;57;0;0;1;1305
SULTANBEYLİ;AKŞEMSETTİN;40956;4;29;182;377;2;1;11;30;0;0;1;631
SULTANBEYLİ;BATTALGAZİ;40944;9;58;368;789;4;2;23;63;1;1;2;1470
SULTANBEYLİ;FATİH;40951;6;40;256;518;5;2;20;48;0;0;1;1112
SULTANBEYLİ;HAMİDİYE;40952;12;67;379;702;10;6;36;83;1;1;2;1651
SULTANBEYLİ;HASANPAŞA;40948;6;36;217;461;4;3;17;42;0;0;1;955
SULTANBEYLİ;MECİDİYE;40945;7;42;260;568;4;3;17;46;0;1;2;1075
SULTANBEYLİ;MEHMET AKİF;40950;12;60;362;743;10;5;34;78;1;1;2;1581
SULTANBEYLİ;MİMAR SİNAN;40946;3;26;178;436;0;0;5;24;1;1;2;626
SULTANBEYLİ;NECİP FAZIL;40954;8;52;285;512;5;2;21;51;1;1;2;1082
SULTANBEYLİ;ORHANGAZİ;40955;7;41;223;410;6;3;22;51;1;1;1;918
SULTANBEYLİ;TURGUT REİS;40947;3;23;168;417;1;0;10;29;0;0;1;742
SULTANBEYLİ;YAVUZ SELİM;40953;8;49;294;569;5;2;20;50;0;1;1;1146
SULTANGAZİ;50. YIL;40471;10;32;278;1045;14;7;45;105;1;1;2;1779
SULTANGAZİ;75. YIL;40467;2;5;47;262;2;0;8;22;0;0;1;387
SULTANGAZİ;CEBECİ;40474;7;30;256;923;5;2;21;56;1;1;1;1347
SULTANGAZİ;CUMHURİYET;40465;1;2;25;134;1;0;4;10;0;0;0;189
SULTANGAZİ;ESENTEPE;40470;4;19;160;686;3;1;17;48;0;1;1;1114
SULTANGAZİ;ESKİ HABİPLER;40356;1;6;37;120;0;0;0;4;0;0;0;139
SULTANGAZİ;GAZİ;40469;6;24;121;404;6;4;20;46;0;0;1;793
SULTANGAZİ;HABİBLER;40477;3;19;91;275;0;0;0;8;0;0;0;137
SULTANGAZİ;İSMETPAŞA;40475;4;13;138;611;5;2;17;45;0;0;1;980
SULTANGAZİ;MALKOÇOĞLU;40476;0;2;26;134;0;0;2;6;0;0;0;163
SULTANGAZİ;SULTANÇİFTLİĞİ;40472;3;10;104;454;4;1;14;35;0;0;1;641
SULTANGAZİ;UĞUR MUMCU;40473;8;25;206;713;11;5;33;76;1;1;1;1207
SULTANGAZİ;YAYLA;40377;2;11;77;211;0;0;1;6;0;0;0;188
SULTANGAZİ;YUNUS EMRE;40466;2;9;74;360;3;2;14;37;0;0;1;667
SULTANGAZİ;ZÜBEYDE HANIM;40468;8;38;164;552;3;3;21;52;0;0;1;793
ŞİLE;AĞAÇDERE;191927;0;1;5;13;0;0;0;0;0;0;0;6
ŞİLE;AĞVA MERKEZ;40961;1;4;39;117;0;0;0;0;0;1;1;40
ŞİLE;AHMETLİ;191861;2;6;38;110;0;0;0;0;1;1;1;41
ŞİLE;AKÇAKESE;191863;0;2;12;40;0;0;0;0;0;0;0;12
ŞİLE;ALACALI;191947;0;1;15;53;0;0;0;0;0;0;0;13
ŞİLE;AVCIKORU;191949;0;1;6;17;0;0;0;0;0;0;0;5
ŞİLE;BALİBEY;40960;0;3;50;185;0;0;0;0;0;1;1;49
ŞİLE;BIÇKIDERE;191951;1;3;14;33;0;0;0;1;0;0;0;16
ŞİLE;BOZGOCA;16785;0;0;3;9;0;0;0;0;0;0;0;2
ŞİLE;BUCAKLI;191897;0;1;10;33;0;0;0;0;0;0;0;10
ŞİLE;ÇATAKLI;191899;1;1;7;18;0;0;0;0;0;0;0;9
ŞİLE;ÇAVUŞ;40959;1;5;62;209;0;0;0;0;1;1;1;130
ŞİLE;ÇAYIRBAŞI;191867;0;2;17;60;0;0;0;0;0;0;0;18
ŞİLE;ÇELEBİ;191901;0;0;4;15;0;0;0;0;0;0;0;4
ŞİLE;ÇENGİLLİ;191929;0;2;7;19;0;0;0;0;0;0;0;9
ŞİLE;DARLIK;191869;0;1;4;11;0;0;0;0;0;0;0;5
ŞİLE;DEĞİRMENÇAYIRI;191931;1;6;26;63;0;0;0;0;0;0;0;30
ŞİLE;DOĞANCILI;191953;0;1;16;63;0;0;0;0;0;0;1;14
ŞİLE;ERENLER;191871;0;0;2;5;0;0;0;0;0;0;0;2
ŞİLE;ESENCELİ;191955;0;1;3;8;0;0;0;0;0;0;0;4
ŞİLE;GEREDELİ;191903;1;4;24;72;0;0;0;0;0;0;0;28
ŞİLE;GÖÇE;191905;1;2;13;40;0;0;0;0;0;0;0;16
ŞİLE;GÖKMAŞLI;16807;0;1;8;22;0;0;0;0;0;0;0;7
ŞİLE;GÖKSU;191909;1;3;12;32;0;0;0;0;0;0;0;14
ŞİLE;HACI KASIM;40958;0;0;7;29;0;0;0;0;0;0;0;10
ŞİLE;HACILLI;191911;0;2;8;20;0;0;0;0;0;0;0;10
ŞİLE;HASANLI;191933;1;2;9;26;0;0;0;0;0;0;0;12
ŞİLE;İMRENDERE;191873;0;2;15;48;0;0;0;0;0;0;0;10
ŞİLE;İMRENLİ;191875;0;2;14;49;0;0;0;0;0;0;0;10
ŞİLE;İSAKÖY;191913;1;1;10;20;0;0;0;0;0;0;0;11
ŞİLE;KABAKOZ;191877;1;4;23;75;0;0;0;0;0;0;0;19
ŞİLE;KADIKÖY;191915;0;0;2;9;0;0;0;0;0;0;0;2
ŞİLE;KALEM;191917;0;1;9;28;0;0;0;0;0;0;0;10
ŞİLE;KARABEYLİ;191879;0;1;6;18;0;0;0;0;0;0;0;7
ŞİLE;KARACAKÖY;191881;0;1;7;25;0;0;0;0;0;0;0;6
ŞİLE;KARAKİRAZ;191957;0;1;7;23;0;0;0;0;0;0;0;5
ŞİLE;KARAMANDERE;191883;0;1;6;18;0;0;0;0;0;0;0;8
ŞİLE;KERVANSARAY;191959;0;1;7;19;0;0;0;0;0;0;0;7
ŞİLE;KIZILCA;191885;1;3;16;49;0;0;0;0;0;0;0;16
ŞİLE;KORUCU;191887;0;1;4;13;0;0;0;0;0;0;0;4
ŞİLE;KÖMÜRLÜK;191961;0;0;2;9;0;0;0;0;0;0;0;2
ŞİLE;KUMBABA;40957;1;5;52;154;0;0;0;0;1;1;1;56
ŞİLE;KURFALLI;191919;0;1;9;30;0;0;0;0;0;0;0;7
ŞİLE;KURNA;191963;0;0;5;21;0;0;0;0;0;0;0;4
ŞİLE;MEŞRUTİYET;191889;0;1;12;40;0;0;0;0;0;0;0;11
ŞİLE;ORUÇOĞLU;191965;1;3;16;36;0;0;0;0;0;0;0;19
ŞİLE;OSMANKÖY;191935;1;2;8;20;0;0;0;0;0;0;0;10
ŞİLE;OVACIK;191891;0;1;4;12;0;0;0;0;0;0;0;4
ŞİLE;SAHİLKÖY;191967;0;2;26;94;0;0;0;0;0;0;0;23
ŞİLE;SATMAZLI;191893;1;2;10;30;0;0;0;0;0;0;0;11
ŞİLE;SOFULAR;191969;0;0;5;19;0;0;0;0;0;0;0;5
ŞİLE;SOĞULLU;191921;1;2;9;23;0;0;0;0;0;0;0;10
ŞİLE;SORTULLU;191937;0;1;3;8;0;0;0;0;0;0;0;5
ŞİLE;ŞUAYİPLİ;191923;0;0;7;25;0;0;0;0;0;0;0;6
ŞİLE;TEKE;16816;1;3;16;41;0;0;0;0;0;0;0;20
ŞİLE;ULUPELİT;191971;1;2;10;27;0;0;0;0;0;0;0;12
ŞİLE;ÜVEZLİ;191973;0;0;4;16;0;0;0;0;0;0;0;3
ŞİLE;YAKA;191939;1;2;8;19;0;0;0;0;0;0;0;10
ŞİLE;YAYLALI;191941;0;1;3;9;0;0;0;0;0;0;0;4
ŞİLE;YAZIMANAYIR;191943;0;2;7;20;0;0;0;0;0;0;0;9
ŞİLE;YENİKÖY;191895;0;1;7;20;0;0;0;0;0;0;0;10
ŞİLE;YEŞİLVADİ;191945;0;1;4;13;0;0;0;0;0;0;0;4
ŞİŞLİ;19 MAYIS;40685;2;5;24;131;2;1;7;14;0;0;0;145
ŞİŞLİ;BOZKURT;40687;3;7;37;187;2;1;6;13;0;0;0;174
ŞİŞLİ;CUMHURİYET;40688;2;4;21;122;2;1;5;10;0;0;0;96
ŞİŞLİ;DUATEPE;40689;2;4;22;118;1;1;5;9;0;0;0;115
ŞİŞLİ;ERGENEKON;40690;1;5;23;98;1;1;3;6;0;0;0;48
ŞİŞLİ;ESENTEPE;40691;2;7;33;145;0;0;3;10;1;0;1;116
ŞİŞLİ;ESKİŞEHİR;40692;4;14;69;248;3;2;8;17;0;0;0;286
ŞİŞLİ;FERİKÖY;40693;3;7;37;182;3;2;8;17;0;0;0;229
ŞİŞLİ;FULYA;40694;2;5;26;166;3;1;10;20;0;1;1;192
ŞİŞLİ;GÜLBAHAR;40695;2;7;37;176;3;1;9;19;0;0;0;313
ŞİŞLİ;HALASKARGAZİ;40698;1;3;15;80;0;0;2;4;0;0;0;31
ŞİŞLİ;HALİDE EDİP ADIVAR;40696;2;6;33;154;2;0;6;15;0;0;0;266
ŞİŞLİ;HALİL RIFAT PAŞA;40697;1;5;22;80;1;0;3;7;0;0;0;101
ŞİŞLİ;HARBİYE;40699;1;3;15;68;0;0;1;3;0;0;0;39
ŞİŞLİ;İNÖNÜ;40711;3;11;49;172;1;0;3;7;0;0;0;104
ŞİŞLİ;İZZET PAŞA;40712;2;6;30;118;2;1;5;10;0;0;0;158
ŞİŞLİ;KAPTANPAŞA;40701;0;1;5;20;0;0;1;2;0;0;0;54
ŞİŞLİ;KUŞTEPE;40702;5;22;104;343;4;3;13;29;0;0;0;397
ŞİŞLİ;MAHMUT ŞEVKET PAŞA;40703;4;13;64;255;5;3;15;31;0;0;1;440
ŞİŞLİ;MECİDİYEKÖY;40705;3;8;42;206;4;1;11;24;0;0;0;286
ŞİŞLİ;MERKEZ;40706;4;10;54;284;3;1;10;21;1;1;1;194
ŞİŞLİ;MEŞRUTİYET;40707;7;13;58;263;4;2;10;18;0;0;0;188
ŞİŞLİ;PAŞA;40708;5;21;93;325;4;2;12;27;0;0;1;410
ŞİŞLİ;TEŞVİKİYE;40709;3;6;30;180;2;1;7;15;0;0;0;155
ŞİŞLİ;YAYLA;40710;4;14;65;212;3;2;9;20;0;0;0;308
TUZLA;AKFIRAT;40725;1;11;65;117;0;0;0;2;0;0;0;142
TUZLA;ANADOLU;40730;0;4;23;48;0;0;0;1;0;0;0;43
TUZLA;AYDINLI;40720;41;176;821;1481;22;12;87;188;2;3;9;3467
TUZLA;AYDINTEPE;40717;11;38;191;458;12;6;34;72;1;1;2;1119
TUZLA;CAMİ;40724;26;73;250;278;11;6;33;61;1;1;2;729
TUZLA;EVLİYA ÇELEBİ;40718;19;65;255;395;9;4;27;56;1;1;3;931
TUZLA;FATİH;40731;1;5;32;72;0;0;0;0;0;0;0;43
TUZLA;İÇMELER;40716;14;43;193;344;8;5;27;54;0;0;1;725
TUZLA;İSTASYON;40723;46;98;312;450;29;19;80;149;1;2;5;1930
TUZLA;MESCİT;40732;5;27;123;197;1;1;7;17;1;1;2;371
TUZLA;MİMAR SİNAN;40721;77;199;586;717;57;43;159;293;1;2;5;3143
TUZLA;ORHANLI;40728;12;72;332;526;1;1;6;12;0;1;4;157
TUZLA;ORTA;40729;3;24;138;274;1;0;4;13;0;1;1;429
TUZLA;POSTANE;40719;56;183;737;1001;17;10;65;130;2;2;6;1878
TUZLA;ŞİFA;40722;103;238;673;733;81;50;218;392;2;2;6;4163
TUZLA;TEPEÖREN;40726;8;49;287;595;0;0;2;4;1;1;0;332
TUZLA;YAYLA;40715;23;65;292;553;19;12;59;121;1;1;2;1815
ÜMRANİYE;ADEM YAVUZ;98684;5;24;137;356;2;1;12;28;0;0;1;599
ÜMRANİYE;ALTINŞEHİR;98685;3;15;126;418;3;1;12;31;1;1;1;694
ÜMRANİYE;ARMAĞANEVLER;98686;2;9;87;346;1;0;9;26;0;0;1;678
ÜMRANİYE;AŞAĞI DUDULLU;40742;5;26;151;337;2;1;11;26;0;0;1;497
ÜMRANİYE;ATAKENT;40748;1;6;57;197;0;0;4;14;0;0;0;412
ÜMRANİYE;ATATÜRK;40735;2;7;68;276;2;1;9;23;0;0;0;423
ÜMRANİYE;CEMİL MERİÇ;98688;14;56;284;644;7;7;24;57;1;1;1;1014
ÜMRANİYE;ÇAKMAK;40738;1;5;52;275;0;0;5;18;0;0;1;424
ÜMRANİYE;ÇAMLIK;98689;0;3;28;161;0;0;2;8;0;0;0;209
ÜMRANİYE;DUMLUPINAR;98690;5;29;163;434;0;0;9;23;0;0;1;460
ÜMRANİYE;ELMALIKENT;98691;3;20;141;383;0;0;8;24;0;0;1;599
ÜMRANİYE;ESENEVLER;98692;1;3;37;196;0;0;3;13;0;0;0;285
ÜMRANİYE;ESENKENT;98709;3;21;163;462;0;0;4;18;1;1;2;580
ÜMRANİYE;ESENŞEHİR;40747;5;24;163;414;4;1;13;31;1;1;1;692
ÜMRANİYE;FATİH SULTAN MEHMET;98693;0;2;15;54;0;0;1;3;0;0;0;73
ÜMRANİYE;HEKİMBAŞI;40744;3;18;107;286;0;0;3;12;0;0;0;201
ÜMRANİYE;HUZUR;98694;2;14;108;264;0;0;5;15;0;0;1;356
ÜMRANİYE;IHLAMURKUYU;40745;6;26;147;373;3;2;13;31;0;1;1;635
ÜMRANİYE;İNKILAP;40737;4;22;175;481;1;0;8;26;1;1;1;776
ÜMRANİYE;İSTİKLAL;40739;2;7;69;335;1;0;7;24;0;0;1;589
ÜMRANİYE;KAZIM KARABEKİR;40743;5;25;179;459;2;0;9;25;0;0;1;580
ÜMRANİYE;MADENLER;98695;1;7;57;187;0;0;3;12;0;0;1;305
ÜMRANİYE;MEHMET AKİF;98696;0;2;19;110;0;0;2;8;0;0;0;226
ÜMRANİYE;NAMIK KEMAL;40736;2;7;68;283;1;0;8;20;0;0;0;434
ÜMRANİYE;NECİP FAZIL;98699;9;43;238;532;8;2;24;55;1;1;1;1235
ÜMRANİYE;PARSELLER;98700;3;18;124;301;1;0;8;22;0;0;1;584
ÜMRANİYE;SARAY;98701;1;3;24;73;0;0;0;1;0;0;0;24
ÜMRANİYE;SİTE;98702;4;17;101;297;2;1;9;26;0;1;1;656
ÜMRANİYE;ŞERİFALİ;98703;1;5;48;179;0;0;1;4;0;0;1;133
ÜMRANİYE;TANTAVİ;98704;1;3;24;83;0;0;2;6;0;0;0;182
ÜMRANİYE;TATLISU;98705;0;3;24;110;0;0;1;7;0;0;0;223
ÜMRANİYE;TEPEÜSTÜ;98706;1;6;50;181;1;0;4;12;0;0;0;262
ÜMRANİYE;TOPAĞACI;98707;5;32;186;501;0;0;7;23;0;1;1;515
ÜMRANİYE;YAMANEVLER;98708;1;5;47;185;0;0;4;13;0;0;0;251
ÜMRANİYE;YUKARI DUDULLU;40741;4;21;159;483;1;0;6;19;1;1;1;539
ÜSKÜDAR;ACIBADEM;40778;2;6;38;185;2;1;13;28;0;0;1;385
ÜSKÜDAR;AHMEDİYE;98664;3;7;46;164;3;1;9;18;0;0;0;312
ÜSKÜDAR;ALTUNİZADE;40781;2;8;52;197;1;0;6;16;0;0;1;895
ÜSKÜDAR;AZİZ MAHMUT HÜDAYİ;98665;7;16;93;240;4;2;13;25;0;0;0;171
ÜSKÜDAR;BAHÇELİEVLER;40785;6;29;154;419;2;1;11;30;0;0;1;395
ÜSKÜDAR;BARBAROS;40786;2;7;44;152;2;1;8;19;0;0;0;478
ÜSKÜDAR;BEYLERBEYİ;40787;4;14;98;218;0;0;4;13;0;0;0;330
ÜSKÜDAR;BULGURLU;40788;1;5;51;253;1;0;6;18;0;0;0;627
ÜSKÜDAR;BURHANİYE;40789;4;17;132;364;1;0;10;24;0;0;1;605
ÜSKÜDAR;CUMHURİYET;40790;3;8;84;386;2;1;11;28;0;1;1;693
ÜSKÜDAR;ÇENGELKÖY;98666;7;24;171;402;2;1;11;27;1;0;1;320
ÜSKÜDAR;FERAH;40794;6;23;149;358;5;3;19;42;1;0;1;332
ÜSKÜDAR;GÜZELTEPE;40797;3;12;106;283;1;0;6;17;0;0;0;168
ÜSKÜDAR;İCADİYE;40802;6;17;106;341;5;1;15;31;0;0;0;782
ÜSKÜDAR;KANDİLLİ;40806;1;6;47;113;0;0;0;1;0;0;0;159
ÜSKÜDAR;KISIKLI;40809;4;17;128;373;2;1;10;27;1;1;1;471
ÜSKÜDAR;KİRAZLITEPE;40808;6;24;158;351;3;2;14;31;0;0;0;120
ÜSKÜDAR;KULELİ;40810;1;6;37;93;0;0;0;4;0;0;0;172
ÜSKÜDAR;KUZGUNCUK;40811;4;16;109;264;1;0;5;11;0;0;0;268
ÜSKÜDAR;KÜÇÜKÇAMLICA;98667;5;24;157;364;0;0;7;25;1;1;1;466
ÜSKÜDAR;KÜÇÜKSU;40812;3;13;100;276;1;0;4;18;0;0;1;358
ÜSKÜDAR;KÜPLÜCE;40813;5;17;142;357;2;1;11;26;0;0;1;228
ÜSKÜDAR;MEHMET AKİF ERSOY;40814;5;22;168;416;3;1;13;32;0;0;1;308
ÜSKÜDAR;MİMAR SİNAN;98668;12;27;131;342;11;6;29;58;0;0;1;722
ÜSKÜDAR;MURATREİS;40815;4;11;67;259;6;3;16;32;0;0;0;420
ÜSKÜDAR;SALACAK;40804;4;8;56;199;3;2;9;20;0;0;0;908
ÜSKÜDAR;SELAMİ ALİ;40819;3;9;53;203;4;2;12;25;0;0;0;295
ÜSKÜDAR;SELİMİYE;40820;6;16;76;208;3;1;8;16;0;1;0;326
ÜSKÜDAR;SULTANTEPE;98669;7;15;78;222;6;3;18;35;0;0;0;888
ÜSKÜDAR;ÜNALAN;40827;8;24;173;507;7;3;23;51;1;1;1;915
ÜSKÜDAR;VALİDE-İ ATİK;40828;5;13;82;316;7;3;19;39;0;0;0;942
ÜSKÜDAR;YAVUZTÜRK;40830;5;27;220;612;2;1;15;42;1;1;1;387
ÜSKÜDAR;ZEYNEP KAMİL;98670;2;5;35;173;3;1;10;20;0;0;0;241
ZEYTİNBURNU;BEŞTELSİZ;40838;43;89;354;622;56;31;147;268;0;1;2;2291
ZEYTİNBURNU;ÇIRPICI;40837;49;98;357;572;77;43;202;360;1;1;2;2760
ZEYTİNBURNU;GÖKALP;40834;31;62;253;456;45;24;118;215;0;1;2;1111
ZEYTİNBURNU;KAZLIÇEŞME;40840;25;44;126;182;13;8;36;68;0;1;3;346
ZEYTİNBURNU;MALTEPE;40843;62;125;378;513;15;8;44;81;1;1;4;181
ZEYTİNBURNU;MERKEZEFENDİ;40842;29;60;216;369;39;24;105;193;1;1;2;2617
ZEYTİNBURNU;NURİPAŞA;40832;39;77;308;529;66;37;173;314;1;1;2;3220
ZEYTİNBURNU;SEYİTNİZAM;40841;37;92;363;592;51;28;134;246;1;1;3;2363
ZEYTİNBURNU;SÜMER;40831;41;80;319;561;87;47;229;414;1;1;3;5682
ZEYTİNBURNU;TELSİZ;40839;72;133;470;801;84;48;223;400;1;1;3;1094
ZEYTİNBURNU;VELİEFENDİ;40836;39;80;309;530;66;38;175;317;1;1;2;3400
ZEYTİNBURNU;YENİDOĞAN;40833;17;33;135;234;24;13;63;114;0;0;1;1715
ZEYTİNBURNU;YEŞİLTEPE;40835;26;52;211;374;45;25;118;216;0;0;1;4250
